organism,ID_link,CSPA category,UP_Protein_name,UP_entry_name,CD,ENTREZ_gene_ID,ENTREZ gene symbol,protein probability,count detection in different cell types,Phobius TM predicted yes/no,# predicted TM domains,GPI,UniProt cell surface
Mouse,Q8BMD6,2 - putative,UPF0679 protein C14orf101 homolog,CN101_MOUSE,no,218989,0,0.9972,2,1,10,0,#N/A
Mouse,Q8BXJ9,2 - putative,Transmembrane protein 62,TMM62_MOUSE,no,96957,Tmem62,0.9972,2,1,5,0,#N/A
Mouse,Q8CHX6,2 - putative,Membrane-bound transcription factor site-2 protease,MBTP2_MOUSE,no,270669,Mbtps2,0.9972,3,1,7,0,#N/A
Mouse,Q8BGQ6,2 - putative,EF-hand domain-containing protein KIAA0494,K0494_MOUSE,no,0,Kiaa0494,0.997,2,1,1,0,#N/A
Mouse,P49282,2 - putative,Natural resistance-associated macrophage protein 2,NRAM2_MOUSE,no,18174,Slc11a2,0.9966,4,1,12,0,#N/A
Mouse,P51912,2 - putative,Neutral amino acid transporter B(0),AAAT_MOUSE,no,20514,Slc1a5,0.9966,8,1,9,0,#N/A
Mouse,Q3TBN1,2 - putative,UPF0458 protein C7orf42 homolog,CG042_MOUSE,no,71667,0,0.9966,11,1,2,0,#N/A
Mouse,Q3TDN0,2 - putative,Protein dispatched homolog 1,DISP1_MOUSE,no,68897,Disp1,0.9966,8,1,12,0,#N/A
Mouse,Q8BGD6,2 - putative,Putative sodium-coupled neutral amino acid transporter 9,S38A9_MOUSE,no,268706,Slc38a9,0.9966,1,1,11,0,#N/A
Mouse,Q921R7,2 - putative,Probable UDP-sugar transporter protein SLC35A5,S35A5_MOUSE,no,74102,Slc35a5,0.9966,6,1,10,0,#N/A
Mouse,Q922J6,2 - putative,Tetraspanin-2,TSN2_MOUSE,no,70747,Tspan2,0.9966,6,1,4,0,#N/A
Mouse,Q99PN0,2 - putative,Sodium/iodide cotransporter,SC5A5_MOUSE,no,114479,Slc5a5,0.9966,1,1,13,0,#N/A
Mouse,Q9JIP7,2 - putative,Solute carrier family 15 member 1,S15A1_MOUSE,no,56643,Slc15a1,0.9966,4,1,10,0,#N/A
Mouse,Q9JIS8,2 - putative,Solute carrier family 12 member 4,S12A4_MOUSE,no,20498,Slc12a4,0.9966,29,1,14,0,#N/A
Mouse,Q9R0A1,2 - putative,Chloride channel protein 2,CLCN2_MOUSE,no,12724,Clcn2,0.9966,13,1,12,0,#N/A
Mouse,Q3TB48,2 - putative,Transmembrane protein 104,TM104_MOUSE,no,320534,Tmem104,0.9965,3,1,9,0,#N/A
Mouse,Q9QY33,2 - putative,Tetraspanin-3,TSN3_MOUSE,no,56434,Tspan3,0.9965,22,1,4,0,#N/A
Mouse,Q02013,2 - putative,Aquaporin-1,AQP1_MOUSE,no,11826,Aqp1,0.9962,5,1,6,0,#N/A
Mouse,Q02789,2 - putative,Voltage-dependent L-type calcium channel subunit alpha-1S,CAC1S_MOUSE,no,12292,Cacna1s,0.9959,1,1,21,0,#N/A
Mouse,Q0P5V9,2 - putative,Solute carrier family 45 member 4,S45A4_MOUSE,no,106068,Slc45a4,0.9959,5,1,12,0,#N/A
Mouse,Q8BXA5,2 - putative,Cleft lip and palate transmembrane protein 1-like protein,CLP1L_MOUSE,no,218335,Clptm1l,0.9959,8,1,6,0,#N/A
Mouse,Q9JLZ8,2 - putative,Single Ig IL-1-related receptor,SIGIR_MOUSE,no,24058,Sigirr,0.9958,6,1,1,0,#N/A
Mouse,Q3UF25,2 - putative,Transmembrane protein 110,TM110_MOUSE,no,69179,Tmem110,0.9956,5,1,5,0,#N/A
Mouse,Q8BHN0,2 - putative,Protein phosphatase 1L,PPM1L_MOUSE,no,242083,Ppm1l,0.9956,14,1,1,0,#N/A
Mouse,Q8VEC4,2 - putative,Calcium homeostasis modulator protein 2,CAHM2_MOUSE,no,72691,Calhm2,0.9956,3,1,4,0,#N/A
Mouse,Q8VHW3,2 - putative,Voltage-dependent calcium channel gamma-6 subunit,CCG6_MOUSE,no,54378,Cacng6,0.995,1,1,4,0,#N/A
Mouse,P51576,2 - putative,P2X purinoceptor 1,P2RX1_MOUSE,no,18436,P2rx1,0.9946,2,1,2,0,#N/A
Mouse,Q80WR1,2 - putative,Tetraspanin-18,TSN18_MOUSE,no,241556,Tspan18,0.9946,1,1,4,0,#N/A
Mouse,Q8C9E8,2 - putative,Protein FAM26F,FA26F_MOUSE,no,215900,Fam26f,0.9946,1,1,3,0,#N/A
Mouse,P18581,2 - putative,Low affinity cationic amino acid transporter 2,CTR2_MOUSE,no,11988,Slc7a2,0.9945,1,1,14,0,#N/A
Mouse,Q5DU41,2 - putative,Leucine-rich repeat-containing protein 8B,LRC8B_MOUSE,no,433926,Lrrc8b,0.9945,15,1,4,0,#N/A
Mouse,Q60754,2 - putative,Macrophage receptor MARCO,MARCO_MOUSE,no,17167,Marco,0.9945,1,1,1,0,#N/A
Mouse,Q8BH18,2 - putative,Transmembrane protein 117,TM117_MOUSE,no,320709,Tmem117,0.9945,1,1,8,0,#N/A
Mouse,Q8CIV2,2 - putative,Membralin,MBRL_MOUSE,no,216157,ORF61,0.9945,3,1,5,0,#N/A
Mouse,Q8K449,2 - putative,ATP-binding cassette sub-family A member 9,ABCA9_MOUSE,no,217262,Abca9,0.9945,1,1,14,0,#N/A
Mouse,Q91VA1,2 - putative,Choline transporter-like protein 4,CTL4_MOUSE,no,70129,Slc44a4,0.9945,4,1,10,0,#N/A
Mouse,Q9QZ15,2 - putative,C-type lectin domain family 4 member A,CLC4A_MOUSE,no,26888,Clec4a,0.9945,2,1,1,0,#N/A
Mouse,Q9Z218,2 - putative,Dipeptidyl aminopeptidase-like protein 6,DPP6_MOUSE,no,13483,Dpp6,0.9945,9,1,1,0,#N/A
Mouse,Q9CQD8,2 - putative,V-type proton ATPase subunit e 1,VA0E1_MOUSE,no,11974,Atp6v0e1,0.9942,3,1,2,0,#N/A
Mouse,P62956,2 - putative,Voltage-dependent calcium channel gamma-7 subunit,CCG7_MOUSE,no,81904,Cacng7,0.994,3,1,3,0,#N/A
Mouse,A2AJQ3,2 - putative,Protein dpy-19 homolog 4,D19L4_MOUSE,no,381510,Dpy19l4,0.9938,4,1,12,0,#N/A
Mouse,O70401,2 - putative,Tetraspanin-6,TSN6_MOUSE,no,56496,Tspan6,0.9938,22,1,4,0,#N/A
Mouse,P31651,2 - putative,Sodium- and chloride-dependent betaine transporter,S6A12_MOUSE,no,14411,Slc6a12,0.9938,1,1,12,0,#N/A
Mouse,Q09143,2 - putative,High affinity cationic amino acid transporter 1,CTR1_MOUSE,no,11987,Slc7a1,0.9938,18,1,14,0,#N/A
Mouse,Q3UHK1,2 - putative,Proton myo-inositol cotransporter,MYCT_MOUSE,no,239606,Slc2a13,0.9938,7,1,12,0,#N/A
Mouse,Q8VCA5,2 - putative,Transmembrane protease serine 4,TMPS4_MOUSE,no,214523,Tmprss4,0.9938,1,1,1,0,#N/A
Mouse,Q9D8C2,2 - putative,Tetraspanin-13,TSN13_MOUSE,no,66109,Tspan13,0.9938,22,1,4,0,#N/A
Mouse,Q9DAX2,2 - putative,Lipid phosphate phosphohydrolase 2,LPP2_MOUSE,no,50784,Ppap2c,0.9938,4,1,6,0,#N/A
Mouse,Q9JL99,2 - putative,C-type lectin domain family 1 member B,CLC1B_MOUSE,no,56760,Clec1b,0.993,1,1,1,0,#N/A
Mouse,Q5U4D8,2 - putative,Sodium-dependent multivitamin transporter,SC5A6_MOUSE,no,330064,Slc5a6,0.9928,2,1,13,0,#N/A
Mouse,Q8BZF2,2 - putative,Magnesium transporter NIPA4,NIPA4_MOUSE,no,214112,Nipal4,0.9928,1,1,9,0,#N/A
Mouse,Q8VBZ3,2 - putative,Cleft lip and palate transmembrane protein 1 homolog,CLPT1_MOUSE,no,56457,Clptm1,0.9928,11,1,5,0,#N/A
Mouse,O35219,2 - putative,Potassium voltage-gated channel subfamily H member 2,KCNH2_MOUSE,no,16511,Kcnh2,0.9922,2,1,5,0,#N/A
Mouse,O88662,2 - putative,Epithelial membrane protein 2,EMP2_MOUSE,no,13731,Emp2,0.9914,4,1,3,0,#N/A
Mouse,P49300,2 - putative,Macrophage asialoglycoprotein-binding protein 1,MMGL_MOUSE,no,17312,Mgl1,0.9912,4,1,1,0,#N/A
Mouse,Q8BG07,2 - putative,Phospholipase D4,PLD4_MOUSE,no,104759,Pld4,0.9909,3,1,1,0,#N/A
Mouse,Q9R1X5,2 - putative,Multidrug resistance-associated protein 5,MRP5_MOUSE,no,27416,Abcc5,0.9906,1,1,12,0,#N/A
Mouse,Q8C561,2 - putative,LMBR1 domain-containing protein 2,LMBD2_MOUSE,no,320506,Lmbrd2,0.9902,1,1,10,0,#N/A
Mouse,Q8CIP5,2 - putative,Protein dispatched homolog 2,DISP2_MOUSE,no,214240,Disp2,0.9898,1,1,13,0,#N/A
Mouse,Q8BJU2,2 - putative,Tetraspanin-9,TSN9_MOUSE,no,109246,Tspan9,0.9892,11,1,4,0,#N/A
Mouse,Q91VU1,2 - putative,Protein YIPF1,YIPF1_MOUSE,no,230584,Yipf1,0.9876,1,1,5,0,#N/A
Mouse,Q8C170,2 - putative,Myosin-IXa,MYO9A_MOUSE,no,270163,Myo9a,0.9868,21,1,1,0,#N/A
Mouse,Q01341,2 - putative,Adenylate cyclase type 6,ADCY6_MOUSE,no,11512,Adcy6,0.9867,5,1,12,0,#N/A
Mouse,Q8R1C0,2 - putative,Potassium voltage-gated channel subfamily C member 4,KCNC4_MOUSE,no,99738,Kcnc4,0.9862,1,1,7,0,#N/A
Mouse,Q9EQJ0,2 - putative,Two pore calcium channel protein 1,TPC1_MOUSE,no,252972,Tpcn1,0.9859,11,1,11,0,#N/A
Mouse,Q62205,2 - putative,Sodium channel protein type 9 subunit alpha,SCN9A_MOUSE,no,20274,Scn9a,0.9833,3,1,24,0,#N/A
Mouse,P55088,2 - putative,Aquaporin-4,AQP4_MOUSE,no,11829,Aqp4,0.9421,1,1,6,0,#N/A
Mouse,Q8K595,2 - putative,Mucolipin-2,MCLN2_MOUSE,no,68279,Mcoln2,0.9393,1,1,6,0,#N/A
Mouse,Q9WUB7,2 - putative,Chloride channel protein ClC-Ka,CLCKA_MOUSE,no,12733,Clcnka,0.9302,2,1,11,0,#N/A
Mouse,O09117,2 - putative,Synaptophysin-like protein 1,SYPL1_MOUSE,no,19027,Sypl1,1,30,1,3,0,#N/A
Mouse,O35114,2 - putative,Lysosome membrane protein 2,SCRB2_MOUSE,no,12492,Scarb2,1,29,1,1,0,#N/A
Mouse,O35405,2 - putative,Phospholipase D3,PLD3_MOUSE,no,18807,Pld3,1,6,1,1,0,#N/A
Mouse,O35454,2 - putative,Chloride transport protein 6,CLCN6_MOUSE,no,26372,Clcn6,1,7,1,10,0,#N/A
Mouse,P27046,2 - putative,Alpha-mannosidase 2,MA2A1_MOUSE,no,17158,Man2a1,1,7,1,1,0,#N/A
Mouse,P39098,2 - putative,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",MA1A2_MOUSE,no,17156,Man1a2,1,12,1,1,0,#N/A
Mouse,P46978,2 - putative,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,STT3A_MOUSE,no,16430,Stt3a,1,23,1,13,0,#N/A
Mouse,P57757,2 - putative,Cystinosin,CTNS_MOUSE,no,83429,Ctns,1,16,1,7,0,#N/A
Mouse,Q3TDQ1,2 - putative,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,STT3B_MOUSE,no,68292,Stt3b,1,25,1,13,0,#N/A
Mouse,Q3TVI8,2 - putative,Pre-B-cell leukemia transcription factor-interacting protein 1,PBIP1_MOUSE,no,229534,Pbxip1,1,5,1,1,0,#N/A
Mouse,Q3UDW8,2 - putative,Heparan-alpha-glucosaminide N-acetyltransferase,HGNAT_MOUSE,no,52120,Hgsnat,1,11,1,12,0,#N/A
Mouse,Q3UUQ7,2 - putative,GPI inositol-deacylase,PGAP1_MOUSE,no,241062,Pgap1,1,16,1,9,0,#N/A
Mouse,Q3UVK0,2 - putative,Endoplasmic reticulum metallopeptidase 1,ERMP1_MOUSE,no,226090,Ermp1,1,5,1,10,0,#N/A
Mouse,Q64687,2 - putative,"Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase",SIA8A_MOUSE,no,20449,St8sia1,1,8,1,1,0,#N/A
Mouse,Q69ZN6,2 - putative,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta,GNPTA_MOUSE,no,432486,Gnptab,1,13,1,2,0,#N/A
Mouse,Q7TT15,2 - putative,Putative polypeptide N-acetylgalactosaminyltransferase-like protein 3,GLTL3_MOUSE,no,212996,Wbscr17,1,6,1,1,0,#N/A
Mouse,Q80VP8,2 - putative,Transmembrane protein 106C,T106C_MOUSE,no,380967,Tmem106c,1,4,1,1,0,#N/A
Mouse,Q80WV3,2 - putative,Carbohydrate sulfotransferase 2,CHST2_MOUSE,no,54371,Chst2,1,2,1,1,0,#N/A
Mouse,Q80Z60,2 - putative,Endothelin-converting enzyme 2,ECE2_MOUSE,no,107522,Ece2,1,4,1,1,0,#N/A
Mouse,Q8BGQ4,2 - putative,Protein O-mannosyl-transferase 2,POMT2_MOUSE,no,217734,Pomt2,1,8,1,11,0,#N/A
Mouse,Q8BHJ6,2 - putative,Serine incorporator 5,SERC5_MOUSE,no,218442,Serinc5,1,10,1,10,0,#N/A
Mouse,Q8BYU6,2 - putative,Torsin-1A-interacting protein 2,TOIP2_MOUSE,no,240832,Tor1aip2,1,6,1,1,0,#N/A
Mouse,Q8BZ00,2 - putative,Sodium/hydrogen exchanger 9,SL9A9_MOUSE,no,331004,SLC9a9,1,1,1,12,0,#N/A
Mouse,Q8C3X8,2 - putative,Lipase maturation factor 2,LMF2_MOUSE,no,105847,Lmf2,1,6,1,10,0,#N/A
Mouse,Q8K0B2,2 - putative,Probable lysosomal cobalamin transporter,LMBD1_MOUSE,no,68421,Lmbrd1,1,9,1,9,0,#N/A
Mouse,Q920V1,2 - putative,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1",B3GL1_MOUSE,no,26879,B3galnt1,1,6,1,1,0,#N/A
Mouse,Q99JY8,2 - putative,Lipid phosphate phosphohydrolase 3,LPP3_MOUSE,no,67916,Ppap2b,1,6,1,5,0,#N/A
Mouse,Q9WTN6,2 - putative,Solute carrier family 22 member 21,S22AL_MOUSE,no,56517,Slc22a21,1,14,1,11,0,#N/A
Mouse,Q9Z222,2 - putative,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",B3GN2_MOUSE,no,53625,B3gnt2,1,10,1,1,0,#N/A
Mouse,Q6PIX5,2 - putative,Rhomboid family member 1,RHDF1_MOUSE,no,13650,Rhbdf1,0.9999,3,1,7,0,#N/A
Mouse,Q64518,2 - putative,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,AT2A3_MOUSE,no,53313,Atp2a3,0.9993,1,1,8,0,#N/A
Mouse,Q6PD26,2 - putative,GPI transamidase component PIG-S,PIGS_MOUSE,no,276846,Pigs,0.9979,17,1,2,0,#N/A
Mouse,Q8BJS4,2 - putative,Protein unc-84 homolog B,UN84B_MOUSE,no,223697,Unc84b,0.9979,10,1,1,0,#N/A
Mouse,Q8K2W3,2 - putative,Thioredoxin domain-containing protein 11,TXD11_MOUSE,no,106200,Txndc11,0.9979,5,1,1,0,#N/A
Mouse,Q9R1S3,2 - putative,GPI ethanolamine phosphate transferase 1,PIGN_MOUSE,no,27392,Pign,0.9979,4,1,15,0,#N/A
Mouse,Q9Z1M7,2 - putative,Glycosyltransferase-like protein LARGE1,LARGE_MOUSE,no,16795,Large,0.9979,6,1,1,0,#N/A
Mouse,Q9Z2E9,2 - putative,Seipin,BSCL2_MOUSE,no,14705,Bscl2,0.9979,7,1,3,0,#N/A
Mouse,Q64689,2 - putative,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase",SIA8C_MOUSE,no,20451,St8sia3,0.9973,1,1,1,0,#N/A
Mouse,Q765H6,2 - putative,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B",MGT5B_MOUSE,no,268510,Mgat5b,0.9973,2,1,1,0,#N/A
Mouse,Q01237,2 - putative,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMDH_MOUSE,no,15357,Hmgcr,0.9972,4,1,8,0,#N/A
Mouse,Q3TCT4,2 - putative,Ectonucleoside triphosphate diphosphohydrolase 7,ENTP7_MOUSE,no,93685,Entpd7,0.9966,8,1,2,0,#N/A
Mouse,Q68FE2,2 - putative,Autophagy-related protein 9A,ATG9A_MOUSE,no,245860,Atg9a,0.9966,16,1,4,0,#N/A
Mouse,Q8BH31,2 - putative,Major facilitator superfamily domain-containing protein 8,MFSD8_MOUSE,no,72175,Mfsd8,0.9966,9,1,12,0,#N/A
Mouse,Q8BUB6,2 - putative,Uronyl 2-sulfotransferase,UST_MOUSE,no,338362,Ust,0.9966,6,1,1,0,#N/A
Mouse,Q9JJI6,2 - putative,GPI ethanolamine phosphate transferase 3,PIGO_MOUSE,no,56703,Pigo,0.9965,1,1,15,0,#N/A
Mouse,Q9DBZ1,2 - putative,Inhibitor of nuclear factor kappa-B kinase-interacting protein,IKIP_MOUSE,no,67454,Ikip,0.996,2,1,1,0,#N/A
Mouse,Q9WVL6,2 - putative,Exostosin-like 3,EXTL3_MOUSE,no,54616,Extl3,0.996,8,1,1,0,#N/A
Mouse,Q8VCF1,2 - putative,Soluble calcium-activated nucleotidase 1,CANT1_MOUSE,no,76025,Cant1,0.9959,10,1,1,0,#N/A
Mouse,Q80WQ6,2 - putative,Rhomboid family member 2,RHDF2_MOUSE,no,217344,Rhbdf2,0.9949,12,1,7,0,#N/A
Mouse,P11881,2 - putative,"Inositol 1,4,5-trisphosphate receptor type 1",ITPR1_MOUSE,no,16438,Itpr1,0.9945,1,1,7,0,#N/A
Mouse,Q640M6,2 - putative,Glycerophosphodiester phosphodiesterase domain-containing protein 5,GDPD5_MOUSE,no,233552,Gdpd5,0.9945,7,1,6,0,#N/A
Mouse,Q8BLV3,2 - putative,Sodium/hydrogen exchanger 7,SL9A7_MOUSE,no,236727,Slc9a7,0.9945,5,1,12,0,#N/A
Mouse,Q99J59,2 - putative,Tetraspanin-1,TSN1_MOUSE,no,66805,Tspan1,0.9938,1,1,4,0,#N/A
Mouse,Q6GQT6,2 - putative,Sterol regulatory element-binding protein cleavage-activating protein,SCAP_MOUSE,no,235623,Scap,0.9935,4,1,7,0,#N/A
Mouse,Q80UM7,2 - putative,Mannosyl-oligosaccharide glucosidase,MOGS_MOUSE,no,57377,Mogs,0.9932,1,1,1,0,#N/A
Mouse,Q8K1B9,2 - putative,Putative polypeptide N-acetylgalactosaminyltransferase-like protein 4,GLTL4_MOUSE,no,233733,Galntl4,0.9932,2,1,1,0,#N/A
Mouse,Q8BRU6,2 - putative,Synaptic vesicular amine transporter,VMAT2_MOUSE,no,214084,Slc18a2,0.9928,1,1,12,0,#N/A
Mouse,Q7TN60,2 - putative,Transmembrane channel-like protein 6,TMC6_MOUSE,no,217353,Tmc6,0.99,1,1,11,0,#N/A
Mouse,Q99LL3,2 - putative,Carbohydrate sulfotransferase 12,CHSTC_MOUSE,no,59031,Chst12,0.9822,4,1,1,0,#N/A
Mouse,Q8R4G6,2 - putative,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",MGT5A_MOUSE,no,107895,Mgat5,0.9779,5,1,1,0,#N/A
Mouse,Q9EQC4,2 - putative,Elongation of very long chain fatty acids protein 4,ELOV4_MOUSE,no,83603,Elovl4,0.9578,5,1,7,0,#N/A
Mouse,O54905,2 - putative,"Beta-1,3-galactosyltransferase 2",B3GT2_MOUSE,no,26878,B3galt2,0.9023,2,1,1,0,#N/A
Mouse,O88829,2 - putative,"Lactosylceramide alpha-2,3-sialyltransferase",SIAT9_MOUSE,no,20454,St3gal5,0.8933,1,1,1,0,#N/A
Mouse,Q61029,2 - putative,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma",LAP2B_MOUSE,no,21917,Tmpo,1,8,1,1,0,#N/A
Mouse,Q7TPV4,2 - putative,Myb-binding protein 1A,MBB1A_MOUSE,no,18432,Mybbp1a,1,5,1,1,0,#N/A
Mouse,Q8VHK9,2 - putative,Probable ATP-dependent RNA helicase DHX36,DHX36_MOUSE,no,72162,Dhx36,1,6,1,1,0,#N/A
Mouse,Q8K0L3,2 - putative,"Acyl-coenzyme A synthetase ACSM2, mitochondrial",ACSM2_MOUSE,no,233799,Acsm2,0.9929,2,1,3,0,#N/A
Mouse,Q9D666,2 - putative,Protein unc-84 homolog A,UN84A_MOUSE,no,77053,Unc84a,0.9924,10,1,3,0,#N/A
Mouse,Q8K224,2 - putative,N-acetyltransferase 10,NAT10_MOUSE,no,98956,Nat10,0.9912,1,1,1,0,#N/A
Mouse,Q921T2,2 - putative,Torsin-1A-interacting protein 1,TOIP1_MOUSE,no,208263,Tor1aip1,0.9736,15,1,1,0,#N/A
Mouse,Q80YY7,2 - putative,Zinc finger protein 618,ZN618_MOUSE,no,272031,Znf618,0.9268,3,1,1,0,#N/A
